client_ip,url,timestamp,previousTimestamp,is_new_session,globalSessionID,userSessionID
1.186.101.79,https://paytm.com:443/shop/summary/1116609548,2015-07-22T04:00:44.001-07:00,2015-07-22T03:48:22.815-07:00,0,1,1
1.186.101.79,https://paytm.com:443/shop/cart?channel=web&version=2,2015-07-22T04:00:44.895-07:00,2015-07-22T04:00:44.001-07:00,0,1,1
1.186.101.79,https://paytm.com:443/shop/orderdetail/1116609548?channel=web&version=2,2015-07-22T04:00:45.025-07:00,2015-07-22T04:00:44.895-07:00,0,1,1
1.186.101.79,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,2015-07-22T04:00:50.329-07:00,2015-07-22T04:00:45.025-07:00,0,1,1
1.186.101.79,https://paytm.com:443/shop/orderdetail/1116609548?channel=web&version=2,2015-07-22T04:00:55.782-07:00,2015-07-22T04:00:50.329-07:00,0,1,1
1.186.101.79,https://paytm.com:443/shop/wallet/txnhistory?page_size=10&page_number=0&channel=web&version=2,2015-07-22T04:00:55.872-07:00,2015-07-22T04:00:55.782-07:00,0,1,1
1.186.101.79,https://paytm.com:443/shop/wallet/balance?channel=web&version=2,2015-07-22T04:00:55.981-07:00,2015-07-22T04:00:55.872-07:00,0,1,1
1.186.101.79,https://paytm.com:443/shop/orderdetail/1116609548?channel=web&version=2,2015-07-22T04:01:05.220-07:00,2015-07-22T04:00:55.981-07:00,0,1,1
1.186.101.79,https://paytm.com:443/shop/orderdetail/1116609548?channel=web&version=2,2015-07-22T04:01:15.235-07:00,2015-07-22T04:01:05.220-07:00,0,1,1
1.186.101.79,https://paytm.com:443/shop/action,2015-07-22T04:01:15.474-07:00,2015-07-22T04:01:15.235-07:00,0,1,1
1.186.101.79,https://paytm.com:443/paytmwallet,2015-07-22T04:04:32.006-07:00,2015-07-22T04:01:15.474-07:00,0,1,1
1.186.101.79,https://paytm.com:443/shop/wallet/txnhistory?page_size=10&page_number=0&channel=web&version=2,2015-07-22T04:04:33.269-07:00,2015-07-22T04:04:32.006-07:00,0,1,1
1.186.101.79,https://paytm.com:443/shop/wallet/balance?channel=web&version=2,2015-07-22T04:04:33.419-07:00,2015-07-22T04:04:33.269-07:00,0,1,1
1.186.101.79,https://paytm.com:443/shop/cart?channel=web&version=2,2015-07-22T04:04:33.423-07:00,2015-07-22T04:04:33.419-07:00,0,1,1
1.186.103.240,https://paytm.com:443/shop/summary/1118045869,2015-07-22T10:41:09.173-07:00,"",1,2,1
1.186.103.240,https://paytm.com:443/shop/cart?channel=web&version=2,2015-07-22T10:41:10.025-07:00,2015-07-22T10:41:09.173-07:00,0,2,1
1.186.103.240,https://paytm.com:443/shop/orderdetail/1118045869?channel=web&version=2,2015-07-22T10:41:10.230-07:00,2015-07-22T10:41:10.025-07:00,0,2,1
1.186.103.240,https://paytm.com:443/shop/summary/1118045869,2015-07-22T10:41:10.773-07:00,2015-07-22T10:41:10.230-07:00,0,2,1
1.186.103.240,https://paytm.com:443/shop/orderdetail/1118045869?channel=web&version=2,2015-07-22T10:41:20.570-07:00,2015-07-22T10:41:10.773-07:00,0,2,1
1.186.103.240,https://paytm.com:443/api/user/favourite?channel=web&version=2,2015-07-22T10:41:20.701-07:00,2015-07-22T10:41:20.570-07:00,0,2,1
1.186.103.240,https://paytm.com:443/images/greyStar.png,2015-07-22T10:41:20.784-07:00,2015-07-22T10:41:20.701-07:00,0,2,1
1.186.103.78,https://paytm.com:443/,2015-07-22T03:47:42.681-07:00,"",1,3,1
1.186.103.78,https://paytm.com:443/shop/cart?channel=web&version=2,2015-07-22T03:47:46.182-07:00,2015-07-22T03:47:42.681-07:00,0,3,1
1.186.103.78,https://paytm.com:443/favicon.ico,2015-07-22T03:47:51.458-07:00,2015-07-22T03:47:46.182-07:00,0,3,1
1.186.103.78,https://paytm.com:443/shop/login?isIframe=true&theme=mp-web,2015-07-22T03:47:51.682-07:00,2015-07-22T03:47:51.458-07:00,0,3,1
1.186.108.213,https://paytm.com:443/shop/cart?channel=web&version=2,2015-07-22T09:21:11.280-07:00,"",1,4,1
1.186.108.213,https://paytm.com:443/shop/user/address?channel=web&version=2,2015-07-22T09:23:04.187-07:00,2015-07-22T09:21:11.280-07:00,0,4,1
1.186.108.230,https://paytm.com:443/shop/summary/1117826202,2015-07-22T09:11:27.866-07:00,"",1,5,1
1.186.108.230,https://paytm.com:443/shop/cart?channel=web&version=2,2015-07-22T09:11:31.560-07:00,2015-07-22T09:11:27.866-07:00,0,5,1
1.186.108.230,https://paytm.com:443/shop/orderdetail/1117826202?channel=web&version=2,2015-07-22T09:11:33.158-07:00,2015-07-22T09:11:31.560-07:00,0,5,1
1.186.108.230,https://paytm.com:443/api/user/favourite?channel=web&version=2,2015-07-22T09:11:37.517-07:00,2015-07-22T09:11:33.158-07:00,0,5,1
1.186.108.230,https://paytm.com:443/shop/summary/undefined,2015-07-22T09:11:46.681-07:00,2015-07-22T09:11:37.517-07:00,0,5,1
1.186.108.242,https://paytm.com:443/,2015-07-22T09:22:49.444-07:00,"",1,6,1
1.186.108.242,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,2015-07-22T09:22:52.285-07:00,2015-07-22T09:22:49.444-07:00,0,6,1
1.186.108.242,https://paytm.com:443/shop/cart?channel=web&version=2,2015-07-22T09:22:52.294-07:00,2015-07-22T09:22:52.285-07:00,0,6,1
1.186.108.28,https://paytm.com:443/offer/,2015-07-22T10:45:21.606-07:00,"",1,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/image-slider-responsive/css/flexslider.css?ver=4.2.2,2015-07-22T10:45:21.822-07:00,2015-07-22T10:45:21.606-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-awesome-faq/jquery-ui.css?ver=4.2.2,2015-07-22T10:45:21.972-07:00,2015-07-22T10:45:21.822-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.0.3,2015-07-22T10:45:22.075-07:00,2015-07-22T10:45:21.972-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/images-thumbnail-sliderv1/css/images-thumbnail-sliderv1-style.css?ver=4.2.2,2015-07-22T10:45:22.075-07:00,2015-07-22T10:45:22.075-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/css/style.css?ver=1.26,2015-07-22T10:45:22.078-07:00,2015-07-22T10:45:22.075-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/css/magnific-popup.css?ver=0.9.9,2015-07-22T10:45:22.087-07:00,2015-07-22T10:45:22.078-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/js/flexslider/flexslider.css?ver=2.2.0,2015-07-22T10:45:22.087-07:00,2015-07-22T10:45:22.087-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/js/owlcarousel/assets/owl.carousel.min.css?ver=2.0.0,2015-07-22T10:45:22.091-07:00,2015-07-22T10:45:22.087-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-image-slider-with-lightbox/css/slider-plus-lightbox-style.css?ver=4.2.2,2015-07-22T10:45:22.193-07:00,2015-07-22T10:45:22.091-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-image-slider-with-lightbox/css/jquery.lbox.css?ver=4.2.2,2015-07-22T10:45:22.193-07:00,2015-07-22T10:45:22.193-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/css/images-responsive-thumbnail-slider-plus-lighbox-style.css?ver=4.2.2,2015-07-22T10:45:22.193-07:00,2015-07-22T10:45:22.193-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/js/owlcarousel/assets/owl.theme.default.css?ver=2.0.0,2015-07-22T10:45:22.193-07:00,2015-07-22T10:45:22.193-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/css/l-box-css.css?ver=4.2.2,2015-07-22T10:45:22.193-07:00,2015-07-22T10:45:22.193-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-thumbnail-slider/css/wpt-slide.css?ver=4.2.2,2015-07-22T10:45:22.193-07:00,2015-07-22T10:45:22.193-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/themes/twentytwelve/style.css?ver=4.2.2,2015-07-22T10:45:22.264-07:00,2015-07-22T10:45:22.193-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-social-sharing/static/socialshare.css?ver=1.3,2015-07-22T10:45:22.267-07:00,2015-07-22T10:45:22.264-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/owl-carousel/css/owl.carousel.css?ver=4.2.2,2015-07-22T10:45:22.280-07:00,2015-07-22T10:45:22.267-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/owl-carousel/css/owl.theme.css?ver=4.2.2,2015-07-22T10:45:22.298-07:00,2015-07-22T10:45:22.280-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/owl-carousel/css/styles.css?ver=4.2.2,2015-07-22T10:45:22.333-07:00,2015-07-22T10:45:22.298-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/owl-carousel/css/owl.transitions.css?ver=4.2.2,2015-07-22T10:45:22.333-07:00,2015-07-22T10:45:22.333-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/really-simple-facebook-twitter-share-buttons/style.css?ver=4.2.2,2015-07-22T10:45:22.353-07:00,2015-07-22T10:45:22.333-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/image-slider-responsive/js/jquery.flexslider-min.js?ver=4.2.2,2015-07-22T10:45:22.359-07:00,2015-07-22T10:45:22.353-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4,2015-07-22T10:45:22.366-07:00,2015-07-22T10:45:22.359-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-includes/js/jquery/ui/widget.min.js?ver=1.11.4,2015-07-22T10:45:22.378-07:00,2015-07-22T10:45:22.366-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-awesome-faq/accordion.js?ver=1,2015-07-22T10:45:22.423-07:00,2015-07-22T10:45:22.378-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-includes/js/jquery/ui/accordion.min.js?ver=1.11.4,2015-07-22T10:45:22.423-07:00,2015-07-22T10:45:22.423-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wonderplugin-carousel/engine/wonderplugincarouselskins.js?ver=3.8,2015-07-22T10:45:22.432-07:00,2015-07-22T10:45:22.423-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/images-thumbnail-sliderv1/js/jc.js?ver=4.2.2,2015-07-22T10:45:22.449-07:00,2015-07-22T10:45:22.432-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wonderplugin-carousel/engine/wonderplugincarousel.js?ver=3.8,2015-07-22T10:45:22.449-07:00,2015-07-22T10:45:22.449-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-image-slider-with-lightbox/js/slider-plus-lightbox-js.js?ver=4.2.2,2015-07-22T10:45:22.465-07:00,2015-07-22T10:45:22.449-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/js/images-responsive-thumbnail-slider-plus-lightbox-jc.js?ver=4.2.2,2015-07-22T10:45:22.512-07:00,2015-07-22T10:45:22.465-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-image-slider-with-lightbox/js/jquery.lbox.min.js?ver=4.2.2,2015-07-22T10:45:22.512-07:00,2015-07-22T10:45:22.512-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/js/l-box-js.js?ver=4.2.2,2015-07-22T10:45:22.518-07:00,2015-07-22T10:45:22.512-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-thumbnail-slider/js/wpt-js.js?ver=4.2.2,2015-07-22T10:45:22.524-07:00,2015-07-22T10:45:22.518-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/easy-logo-slider/js/jquery.jcarousel.min.js?ver=4.2.2,2015-07-22T10:45:22.554-07:00,2015-07-22T10:45:22.524-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/easy-logo-slider/js/jcarousel.responsive.js?ver=4.2.2,2015-07-22T10:45:22.605-07:00,2015-07-22T10:45:22.554-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/owl-carousel/js/owl.carousel.js?ver=4.2.2,2015-07-22T10:45:22.605-07:00,2015-07-22T10:45:22.605-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/owl-carousel/js/script.js?ver=4.2.2,2015-07-22T10:45:22.623-07:00,2015-07-22T10:45:22.605-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/01/bootstrap.min_.css,2015-07-22T10:45:22.646-07:00,2015-07-22T10:45:22.623-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/01/style.css,2015-07-22T10:45:22.688-07:00,2015-07-22T10:45:22.646-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2014/12/slider-pro.min_.css,2015-07-22T10:45:22.694-07:00,2015-07-22T10:45:22.688-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2014/12/examples.css,2015-07-22T10:45:22.701-07:00,2015-07-22T10:45:22.694-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2014/12/jquery.sliderPro.min_.js,2015-07-22T10:45:22.773-07:00,2015-07-22T10:45:22.701-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/easy-logo-slider/css/jcarouselresponsive.css?ver=4.2.2,2015-07-22T10:45:22.775-07:00,2015-07-22T10:45:22.773-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/easy-logo-slider/css/style-admin.css?ver=4.2.2,2015-07-22T10:45:22.783-07:00,2015-07-22T10:45:22.775-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js?ver=3.51.0-2014.06.20,2015-07-22T10:45:22.822-07:00,2015-07-22T10:45:22.783-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=4.0.3,2015-07-22T10:45:22.863-07:00,2015-07-22T10:45:22.822-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-includes/js/jquery/ui/mouse.min.js?ver=1.11.4,2015-07-22T10:45:22.863-07:00,2015-07-22T10:45:22.863-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-includes/js/jquery/ui/resizable.min.js?ver=1.11.4,2015-07-22T10:45:22.905-07:00,2015-07-22T10:45:22.863-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-includes/js/jquery/ui/draggable.min.js?ver=1.11.4,2015-07-22T10:45:22.916-07:00,2015-07-22T10:45:22.905-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-includes/js/jquery/ui/button.min.js?ver=1.11.4,2015-07-22T10:45:22.938-07:00,2015-07-22T10:45:22.916-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4,2015-07-22T10:45:22.942-07:00,2015-07-22T10:45:22.938-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-includes/js/jquery/ui/dialog.min.js?ver=1.11.4,2015-07-22T10:45:22.983-07:00,2015-07-22T10:45:22.942-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-includes/js/masonry.min.js?ver=3.1.2,2015-07-22T10:45:22.987-07:00,2015-07-22T10:45:22.983-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-includes/js/jquery/jquery.masonry.min.js?ver=3.1.2,2015-07-22T10:45:23.028-07:00,2015-07-22T10:45:22.987-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-includes/js/comment-reply.min.js?ver=4.2.2,2015-07-22T10:45:23.028-07:00,2015-07-22T10:45:23.028-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/themes/twentytwelve/js/navigation.js?ver=20140318,2015-07-22T10:45:23.029-07:00,2015-07-22T10:45:23.028-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-social-sharing/static/socialshare.js?ver=1.3,2015-07-22T10:45:23.081-07:00,2015-07-22T10:45:23.029-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/logo-slider/lgs_jquery.cycle2.js?ver=4.2.2,2015-07-22T10:45:23.085-07:00,2015-07-22T10:45:23.081-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-includes/js/wp-emoji-release.min.js?ver=4.2.2,2015-07-22T10:45:25.027-07:00,2015-07-22T10:45:23.085-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/qas.jpg,2015-07-22T10:45:26.810-07:00,2015-07-22T10:45:25.027-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/julqw.jpg,2015-07-22T10:45:26.817-07:00,2015-07-22T10:45:26.810-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/bargain.jpg,2015-07-22T10:45:26.818-07:00,2015-07-22T10:45:26.817-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/pesoal.jpg,2015-07-22T10:45:26.820-07:00,2015-07-22T10:45:26.818-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/kitch11.jpg,2015-07-22T10:45:26.820-07:00,2015-07-22T10:45:26.820-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/autom.jpg,2015-07-22T10:45:26.821-07:00,2015-07-22T10:45:26.820-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/470X220_books.jpg,2015-07-22T10:45:27.173-07:00,2015-07-22T10:45:26.821-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/bb.png,2015-07-22T10:45:27.247-07:00,2015-07-22T10:45:27.173-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/offer-page_20jul.jpg,2015-07-22T10:45:27.293-07:00,2015-07-22T10:45:27.247-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/offer-page_21july.jpg,2015-07-22T10:45:27.326-07:00,2015-07-22T10:45:27.293-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/cc.png,2015-07-22T10:45:27.381-07:00,2015-07-22T10:45:27.326-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/meruwer_1.jpg,2015-07-22T10:45:27.389-07:00,2015-07-22T10:45:27.381-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/470x220_19july.jpg,2015-07-22T10:45:27.464-07:00,2015-07-22T10:45:27.389-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/really-simple-facebook-twitter-share-buttons/images/specificfeeds_follow.png,2015-07-22T10:45:27.565-07:00,2015-07-22T10:45:27.464-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/really-simple-facebook-twitter-share-buttons/images/facebook-share.png,2015-07-22T10:45:27.587-07:00,2015-07-22T10:45:27.565-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/images/vl-box/controls.png,2015-07-22T10:45:27.621-07:00,2015-07-22T10:45:27.587-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/ggg.jpg,2015-07-22T10:45:27.635-07:00,2015-07-22T10:45:27.621-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/ledq.jpg,2015-07-22T10:45:27.663-07:00,2015-07-22T10:45:27.635-07:00,0,7,1
1.186.108.28,https://paytm.com:443/offer/wp-content/uploads/2015/07/main_sports_health_14jul.jpg,2015-07-22T10:45:27.686-07:00,2015-07-22T10:45:27.663-07:00,0,7,1
1.186.108.29,https://paytm.com:443/shop/p/asmi-collection-pvc-octopus-fish-in-sea-wall-stickers-CMPLXHOMASMI-COLLECTBOGA28128F109D763,2015-07-22T03:38:51.826-07:00,"",1,8,1
1.186.108.29,https://paytm.com:443/shop/cart,2015-07-22T03:38:54.755-07:00,2015-07-22T03:38:51.826-07:00,0,8,1
1.186.108.29,https://paytm.com:443/papi/v1/promosearch/product/8138792/offers?parent_id=8138808,2015-07-22T03:38:56.476-07:00,2015-07-22T03:38:54.755-07:00,0,8,1
1.186.108.79,https://paytm.com:443/papi/nps/merchantrating?merchant_id=50996&channel=web&version=2,2015-07-22T10:45:02.783-07:00,"",1,9,1
1.186.108.79,https://paytm.com:443/papi/v1/promosearch/product/16281764/offers?parent_id=16283843&price=1499&channel=web&version=2,2015-07-22T10:45:02.812-07:00,2015-07-22T10:45:02.783-07:00,0,9,1
1.186.108.79,https://paytm.com:443/papi/rr/products/16281764/statistics?channel=web&version=2,2015-07-22T10:45:02.863-07:00,2015-07-22T10:45:02.812-07:00,0,9,1
1.186.111.224,https://paytm.com:443/papi/nps/merchantrating?merchant_id=20219&channel=web&version=2,2015-07-22T09:11:12.190-07:00,"",1,10,1
1.186.111.224,https://paytm.com:443/papi/v1/promosearch/product/2930904/offers?parent_id=4790333&price=499&channel=web&version=2,2015-07-22T09:11:12.246-07:00,2015-07-22T09:11:12.190-07:00,0,10,1
1.186.111.224,https://paytm.com:443/papi/rr/products/2930904/statistics?channel=web&version=2,2015-07-22T09:11:12.388-07:00,2015-07-22T09:11:12.246-07:00,0,10,1
1.186.111.224,https://paytm.com:443/papi/nps/merchantrating?merchant_id=25370&channel=web&version=2,2015-07-22T09:13:56.624-07:00,2015-07-22T09:11:12.388-07:00,0,10,1
1.186.111.224,https://paytm.com:443/papi/v1/promosearch/product/4383288/offers?parent_id=4974730&price=1144&channel=web&version=2,2015-07-22T09:13:56.735-07:00,2015-07-22T09:13:56.624-07:00,0,10,1
1.186.111.224,https://paytm.com:443/papi/rr/products/4383288/statistics?channel=web&version=2,2015-07-22T09:13:57.294-07:00,2015-07-22T09:13:56.735-07:00,0,10,1
1.186.111.224,https://paytm.com:443/papi/nps/merchantrating?merchant_id=20726&channel=web&version=2,2015-07-22T09:24:14.858-07:00,2015-07-22T09:13:57.294-07:00,0,10,1
1.186.111.224,https://paytm.com:443/papi/v1/promosearch/product/2268990/offers?parent_id=0&price=389&channel=web&version=2,2015-07-22T09:24:14.879-07:00,2015-07-22T09:24:14.858-07:00,0,10,1
1.186.111.224,https://paytm.com:443/papi/rr/products/2268990/statistics?channel=web&version=2,2015-07-22T09:24:14.935-07:00,2015-07-22T09:24:14.879-07:00,0,10,1
1.186.111.224,https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2,2015-07-22T09:40:34.390-07:00,2015-07-22T09:24:14.935-07:00,1,11,2
1.186.111.224,https://paytm.com:443/shop/log,2015-07-22T09:40:43.360-07:00,2015-07-22T09:40:34.390-07:00,0,11,2
1.186.111.224,https://paytm.com:443/papi/nps/merchantrating?merchant_id=20726&channel=web&version=2,2015-07-22T09:40:52.092-07:00,2015-07-22T09:40:43.360-07:00,0,11,2
1.186.111.224,https://paytm.com:443/papi/v1/promosearch/product/2268990/offers?parent_id=0&price=389&channel=web&version=2,2015-07-22T09:40:52.285-07:00,2015-07-22T09:40:52.092-07:00,0,11,2
1.186.111.224,https://paytm.com:443/papi/rr/products/2268990/statistics?channel=web&version=2,2015-07-22T09:40:53.491-07:00,2015-07-22T09:40:52.285-07:00,0,11,2
